refDomeinwaardeID	refDomeinwaardeGUID	refInformatiemodel	refAttribuut	refDomeinwaarde	refBovenliggendeWaarde	URI	Definitie	Toelichting	Wijzigingsdatum
983	47d80388-c92d-4220-abe5-a989ca4bc3ad	5	22	spoorberm	FunctioneelGebied	null	Strook grond langs een spoorweg.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
984	9121ddf8-d209-4e19-8629-d71e96773170	5	22	beweegbare brug	Brug	null	Kunstwerk over een waterweg, watergang of waterloop, tenminste bestaande uit een brugdek, dat (op afstand) in staat is zich te openen of van stand te veranderen.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
985	ebfc6f4c-769b-4ff5-9cfe-94af5d287629	5	22	vaste brug	Brug	null	Een overbruggingselement dat onverplaatsbaar verankerd is.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
986	d85ba2bf-596d-437a-91d9-53d8cf0b5451	5	22	botanische tuin	FunctioneelGebied	null	Een tuin met een wetenschappelijk karakter.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
989	d933aaec-7e1a-4224-a49e-c34f7249ae48	5	22	ecologisch perceel	FunctioneelGebied	null	Ecologische gebieden voor beheer en onderzoek.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
990	4c6bf6d2-014c-44a6-ab18-a6b157adf6f1	5	22	grafvak	FunctioneelGebied	null	Deel van het terrein van een begraafplaats.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
992	fa5ae4cc-66a0-439f-a285-c7e20203b409	5	22	kinderboerderij	FunctioneelGebied	null	Openbare ruimte waar dieren verblijven en kinderen die dieren kunnen bezoeken, aaien en verzorgen.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
993	c7fdfa0c-3855-43d9-82af-455f8cdaf801	5	22	ligplaatsstrook	FunctioneelGebied	null	Gebied of strook waar ligplaatsen toegestaan zijn.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
994	f5b745f7-e245-4a93-b11f-c92823e0ca69	5	22	marktstandplaats	FunctioneelGebied	null	Door het bevoegde gemeentelijke orgaan als zodanig aangewezen terrein of gedeelte daarvan dat bestemd is voor het permanent plaatsen van een niet direct en niet duurzaam met de aarde verbonden en voor woon -, bedrijfsmatige, of recreatieve doeleinden gescheiden.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
996	839fc6bc-1784-4a57-8d90-8288e3285df8	5	22	regenwaterbuffer	FunctioneelGebied	null	Een beheervak dat objecten bevat die in geval van een overschot aan hemelwater, dit overschot kunnen opvangen of bergen.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
997	a3dccf7e-c792-4700-a035-d703781f3ae1	5	22	rioolwaterzuiveringinrichting	FunctioneelGebied	null	Rioolwaterzuiveringinrichting. Het totaal van grond, bouwwerken en installaties ten behoeve van het zuiveren van afvalwater.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
998	76d581d5-70d6-47fc-8629-3b503aae3eee	5	22	schakelgebied	FunctioneelGebied	null	Een beheervak dat betrekking heeft op de omgeving die op een kast aangesloten is.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
999	ea17d003-2058-427f-8153-da5e3dfcf373	5	22	schoolterrein	FunctioneelGebied	null	Een beheervak dat het gebied dat aan een school toebehoort begrenst, bijvoorbeeld niet alleen het schoolgebouw, maar ook het omliggende schoolplein.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1001	04797aa1-f088-4d43-8acd-a5c7af630395	5	22	tunnelsegment	FunctioneelGebied	null	Deel van een tunnel met afmetingen die zijn afgestemd op de methode van transport en de plaatsing tijdens het samenstellen van de tunnel.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1002	ace82a2c-50d4-444e-9917-0e0b7915d659	5	22	vaarweg	FunctioneelGebied	null	Aaneengesloten stuk oppervlaktewater, dat als vaarweg in de Wegwijzer voor de binnenscheepvaart is gedefinieerd.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1003	43c2c696-b4dd-49a8-985c-105a01e6e65c	5	22	verkeersregelinstallatie	FunctioneelGebied	null	Locatie met installaties ten behoeve van de regeling en geleiding van het verkeer met behulp van optische en akoestische signalen.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1005	a81f1d1b-76e8-4869-9e8f-ae21e1c32dfd	5	22	VRI-netwerk	FunctioneelGebied	null	Netwerk van verkeersregelinstallaties.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1006	f88e27fc-852b-49f9-a69b-7a0aae2e6ad8	5	22	vuilcontainerplaats	FunctioneelGebied	null	Een afbakening in het terrein om voor het plaatsen van de vuilcontainers langs de straat.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1008	f17605d6-6dc3-4a1d-8ad3-8259406b191e	5	22	dok	OverigBouwwerk	null		Constructie bedoeld om schepen uit het water te halen en vervolgens weer in het water te laten	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1009	b0f7f6a5-6f1c-4fd6-875b-713d57ed28ed	5	22	zwembad	OverigBouwwerk	null	Constructie in de vorm van een bassin bedoeld om in te zwemmen.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1010	da2161fd-b51f-41e4-ac82-560ccc02a7a3	5	22	afdekplaat	Inrichtingselement	null	Een onderdeel dat bepaalde openingen afdekt, bijvoorbeeld goten aan de oppervlakte, kabelgeulen, etc.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1011	cb368966-5536-4e79-b81f-d65826f8c479	5	22	afsluiteraandrijving	Installatie	null	Een kleine motor die de werking van een afsluiter, een mechaniek om de doorstroming van een medium te regelen, mogelijk maakt.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1012	88656c16-3887-4532-9b8e-5c198a9d1e53	5	22	afsluitstuk	Inrichtingselement	null	Een monteerbaar constructieonderdeel waarmee het uiteinde van een leiding of een ander object afgesloten kan worden.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1013	7a74d681-638b-468e-9c62-5a963eafe5e1	5	22	beluchter	Installatie	null	Een toestel voor het inbrengen van lucht in het rioolstelsel.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1014	82ec90e3-2120-45fd-aca0-66372d0c5178	5	22	buisdeel	Inrichtingselement	null	Een segment van een leiding.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1015	21070443-faea-4263-8afc-b770212dea9f	5	22	deelliner	Inrichtingselement	null	Nieuwe bekleding of een geheel nieuw leidingdeel die in een bepaald stuk van een bestaande leiding wordt aangebracht.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1016	5f80d8e5-7c22-4eba-a463-6067a9db85a3	5	22	deksel	Inrichtingselement	null	Een verwijderbare afdekking van een bepaald object.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1017	49108928-847b-4d51-9dc8-a7f43aba6e59	5	22	duikschot	Inrichtingselement	null	Constructie die verhindert dat opdrijvend materiaal dat zich aan het oppervlak heeft verzameld, wordt meegesleurd over de overstortrand.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1018	c9f356aa-9705-4523-8ab5-9e721140bd85	5	22	dwarsbuis	Tunneldeel	null	Buis die twee parallelle tunnelbuizen met elkaar verbindt.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1019	dbcd4577-3ba8-4e12-953a-6ff66820686d	5	22	elektronische component	Installatie	null	Een onderdeel dat in elektronische apparaten gebruikt wordt.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1020	9d5492a2-098f-49c4-8ea2-bb7ec2fbf63c	5	22	folie	Inrichtingselement	null	Een zeer dun doek dat gebruikt kan worden als kunstmatige waterbodem, bijvoorbeeld om verontreinigde grond te scheiden van het waterobject.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1021	80b9f8d4-5241-4c41-a542-765285e49897	5	22	fundering	Inrichtingselement	null	Ondersteuning van het object via de ondergrond.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1022	f11a4770-249a-45ff-a768-cc1132065ac7	5	22	hevel	Kunstwerkdeel	null	Pijp die twee vaten verbindt waarbij een van de twee uiteinden lager gelegen is dan de andere, waardoor vloeistoffen van het hoger gelegen einde naar het lagere uiteinde.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1023	fe6cde07-028a-4c02-bae7-8076df093a25	5	22	hijsinrichting	Installatie	null	Een constructieonderdeel dat bestaat uit een (gemotoriseerde) kabel met een haak waarmee dingen opgetakeld of -gehesen kunnen worden.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1024	8591543a-df3e-4a5f-b38d-6ac3a55fca18	5	22	infiltratiekrat	Kunstwerkdeel	null	Een krat met waterdoorlatende wanden bestemd voor de inzameling van hemelwater, waarbij het hemelwater door middel van infiltratie door de wanden kan worden afgevoerd.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1025	be6a387b-efaf-4145-9175-1957542f8105	5	22	inlaat	Inrichtingselement	null	Een toegangsopening naar een ander object.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1027	feee928b-6cd6-400b-b7d6-d5d719f71fac	5	22	knevelvoorziening	Inrichtingselement	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1028	40382f90-5ff0-4a47-94a7-b1ade5f9c8ae	5	22	lamellenafscheider	Installatie	null	Een toestel bestemd voor het verwijderen van vaste deeltjes (vuil en slib) die zich in het water.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1029	53881118-594e-45bc-aae7-fe326ca68ed8	5	22	lanceerpunt	Installatie	null	Een lanceerinrichting voor een pig run.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1031	0a19cfb5-99fb-4612-b0f0-423b17a64ea4	5	22	ledigingsvoorziening	Installatie	null	Voorziening voor het verwijderen van afvalwater.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1032	a449a2ac-0922-496f-a43b-d058ce966629	5	22	leidingomhulling	Inrichtingselement	null	Bekleding aan de buitenkant van een leiding, bijvoorbeeld met een warmtegeleidende werking.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1033	3468915d-45ae-4c56-b5eb-fe424675910b	5	22	lining	Inrichtingselement	null	Nieuwe bekleding of een geheel nieuwe leiding die in een bestaande leiding wordt aangebracht.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1034	67198dc4-42d7-425c-89c7-97fd08ee804f	5	22	mangat	Inrichtingselement	null	Opening in leiding om toegang te geven. Veelal omgeven door een put.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1035	e0a7a2bf-6c73-47a0-9f84-aa2fe883f5cf	5	22	mechanische afsluiter	Installatie	null	Een doorlaat met een voorziening om de stroming te regelen.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1036	cb0f8f25-8896-4583-9e04-d9bd3367d3e2	5	22	olie-/benzineafscheider	Installatie	null	Een toestel waarin ten gevolge van het verschil in dichtheid en het vertragen van de vloeistofstroom de olie/benzine door opdrijving grotendeels van het afvalwater wordt gescheiden.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1037	c853401a-669e-49cd-b75c-d44abd84db38	5	22	ontluchter	Installatie	null	Een toestel waarmee lucht uit een rioolstelsel kan ontsnappen.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1038	02d3c6ad-06cb-47df-ba2e-ea3836381745	5	22	ontluchtingsunit	Installatie	null	Een onderdeel dat vrijgekomen lucht, stank of gas afvoert.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1039	62917e0f-9662-4ad3-b541-8672a8af822e	5	22	ontspanningsventiel	Installatie	null	Ventiel dat wordt gebruikt om een persleiding te beluchten of te ontluchten.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1040	132664c8-c898-41e3-9db1-96c7d8921c5c	5	22	ontstoppingsstuk	Inrichtingselement	null	Een afsluitbaar onderdeel van de riolering die dient om verstoppingen van de rioolleidingen en -putten te kunnen verhelpen.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1041	e0470b14-3977-4966-8ecc-979e8843c791	5	22	open tunnelbak	Tunneldeel	null	Een tunnelsegment dat bestaat uit een betonnen bak die in het landschap wordt gegraven en zich in de open lucht bevindt.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1042	c4792ca2-92db-4c9b-ac47-304f63860de1	5	22	opening in wand	Inrichtingselement	null	Een doorlaat in de vorm van een opening in een wand.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1043	b4916276-2bf6-441a-ae02-1c8a1c98db48	5	22	overstortbemaling	Inrichtingselement	null	Aanvullende bemaling, meestal naar oppervlaktewater, die eerst dan in werking treedt als een bepaald peil in het rioolstelsel is bereikt.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1044	bf448bcd-67b0-4445-b458-13b86bef3a1f	5	22	overstortconstructie	Kunstwerkdeel	null	Een constructie voorzien van een overstortdrempel met een ontworpen drempellengte en -hoogte.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1045	e86c5a79-3dca-4ecf-ba02-8045c1177d97	5	22	overstortdrempel	Inrichtingselement	null	De bovenste rand van een constructie om pieken in water toevoer te regelen, door water over deze rand te storten wanneer de toegevoerde waterhoeveelheid een bepaald volume overschrijdt.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1046	bbcdc56a-ea0d-4b40-b0e3-86fab293ae57	5	22	plaat	Inrichtingselement	null	Een plat stuk materiaal met een relatief groot oppervlak.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1047	ceafa48b-801c-4e91-875c-d8bf33d653e9	5	22	schildmuur	Inrichtingselement	null	Een scheiding, vaak gemaakt van metselwerk, die in een put aangebracht kan worden om de stroming door de put aan te passen.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1048	fd143d0c-54b4-4c56-a923-89150e6229ac	5	22	slibafscheider	Installatie	null	Een toestel waarin ten gevolge van het verschil in dichtheid en het vertragen van de vloeistofstroom het slib door bezinking grotendeels van het afvalwater wordt gescheiden.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1049	52f4facc-483b-4f78-843c-e0a98523def1	5	22	sluisdeur	Kunstwerkdeel	null	Beweegbare deur die toegepast wordt bij (hoog)waterkeringen en sluizen om het niveauverschil aan beide zijden in stand te houden.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1050	cbe65efc-c93c-4d95-a4b6-d6d503276c47	5	22	spoelvoorziening	Installatie	null	Spoelvoorziening voor het opwoelen en verzamelen van bezinksel.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1051	f5353c3a-f90d-4767-b871-eb0709532006	5	22	standmeter	Installatie	null	Aanwijzen afsluiterstand	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1052	341bf998-09f6-40ba-851a-04b671693239	5	22	stankfilter	Inrichtingselement	null	Een fijn net of rooster dat de stank veroorzakende bestanddelen uit vrijgekomen lucht afvangt.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1053	e4c83b38-ee89-4160-a8ed-74cf6a54b8b4	5	22	stroomprofiel	Inrichtingselement	null	Een regelvoorziening voor het geleiden van de afvoer van afvalwater.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1054	f2dda490-3f64-4262-8139-962b00e58e59	5	22	stuwconstructie	Kunstwerkdeel	null	Een stuwconstructie is een inrichting waarmee bij regen de afstroming van rioolwater uit hooggelegen riolen wordt vertraagd.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1055	98138ac8-c99c-447b-8076-b849d850fbef	5	22	stuwmuur	Scheiding	null	Een onderdeel bestaande uit muur die als functie heeft het keren van water.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1057	167c75e6-455c-4c9f-b25e-7e0158733deb	5	22	tunnelbak	Tunneldeel	null	Kunstwerk dat geheel of gedeeltelijk verdiept in het terrein is aangebracht, bestaande uit een vloer met wanden.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1058	b9671f3d-b17a-43c3-87a1-955571bcbed9	5	22	tunnelbuis	Tunneldeel	null	Opening in een tunnel, die ruimte biedt voor een transportlink.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1059	a92a3c25-db9b-42b4-9ad7-274dadbc54a8	5	22	tunnelgang	Tunneldeel	null	Opening in een tunnel, die ruimte biedt voor een transportlink.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1060	caa93fd0-791d-4b94-aed8-43de02a7f682	5	22	tunnelwand	Tunneldeel	null	Wand als deel van een bouwwerk dat een afscheiding vormt van een kunstmatig aangelegde onderdoorgang om tussen twee punten transport, passage of communicatie mogelijk te maken. (Bron: RWS)	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1061	db413ac6-93ac-4ac3-ab88-434d34fdcc20	5	22	uitklimvoorziening	Inrichtingselement	null	De kolk is voorzien van een constructie die het mogelijk maakt dat amfibieën en kleine zoogdieren uit de kolk kunnen klimmen.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1062	57ff677f-fe23-48d3-b4ca-4d5074153506	5	22	veiligheidsrooster	Inrichtingselement	null	Een vaak bewandelbaar rooster dat ter bescherming van mensen aan het oppervlak over een opening is aangebracht.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1063	92d77626-add2-4b80-81bf-5cd48c906887	5	22	verbindingsstuk	Inrichtingselement	null	Een constructieonderdeel dat delen van een (ondergronds) transportnetwerk aan elkaar verbindt.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1064	23c67716-8ab2-4fce-a2a5-334753ba202c	5	22	vetafscheider	Installatie	null	Een toestel waarin ten gevolge van het verschil in dichtheid en het vertragen van de vloeistofstroom het vet door opdrijving grotendeels van het afvalwater wordt gescheiden.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1065	ac9dda7f-4e5b-4f66-8faa-3f4d232de4ae	5	22	vuilvangrooster	Inrichtingselement	null	Een constructie voor het opvangen van vuil ter voorkoming van verstoppingen en/of beschadigingen.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1066	2851d515-002c-4668-aad9-c5b9680ac796	5	22	waterslagvoorziening	Installatie	null	Een constructie voor de vermindering van de effecten van waterslag.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1067	6f1b565f-8c85-4d76-adb6-7cf96cd83c39	5	22	wervelventiel	Inrichtingselement	null	Doorlaat die het debiet regelt.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1068	89873b69-216a-4615-bcff-51409fae47ad	5	22	zakbaak	Inrichtingselement	null	Een hulpconstructie (meetpaal) om veranderingen in de hoogte van dieper liggende bodemlagen te bepalen.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1069	979e9f76-f74f-47b2-8eed-ee8dfe218315	5	22	zonk	Inrichtingselement	null	Een toestel waarin ten gevolge van het verschil in dichtheid en het vertragen van de vloeistofstroom het zand door bezinking grotendeels van het afvalwater wordt gescheiden.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1070	5dc21a09-2661-46ea-86b5-4564bf3c7106	5	22	reliëfzone	FunctioneelGebied	null	Geografische ruimte die een hoogteverschil in het landschap aanduidt.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1071	68179155-2781-4035-955d-cad08a8d7192	5	22	tracé	FunctioneelGebied	null	Een lijnvormig onderzoeksgebied.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1072	23d76286-17a5-4930-9087-42e14334dc73	5	22	groeiplaats	FunctioneelGebied	null	Een locatie waar invasieve exoten voorkomen.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1073	a658c551-9895-4a5c-98d8-7f722e6ec780	5	22	verbindingszone	FunctioneelGebied	null	Ecologische verbindingszones worden aangelegd om het migreren van dieren en planten tussen natuurgebieden mogelijk te maken en om grotere natuurgebieden te creëren. In deze verbindingszones kunnen “stapstenen” voorkomen in de vorm van kleine natuurgebieden (enkele hectaren) waar bijvoorbeeld dieren tot rust kunnen komen.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
1074	1a2a070c-e3a7-4b8f-9a95-8923c5b7b2c8	5	22	kerngebied	FunctioneelGebied	null	Kerngebieden: dit zijn natuurterreinen, landgoederen, bossen, grote wateren en waardevolle agrarische cultuurlandschappen, die minimaal 250 hectare groot zijn,	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
